listing_id,coe_text
1031094,(5yrs 8mths 2days COE left)                            
1031143,(2yrs 5mths 24days COE left)                            
1023951,(6yrs 2mths 3days COE left)                            
1016377,(5yrs 3mths 21days COE left)                            
1025357,(4yrs 1mth 4days COE left)                            
1024856,(8yrs 1mth 16days COE left)                            
1023574,(2yrs 11mths 5days COE left)                            
1023706,(7yrs 11mths 19days COE left)                            
1006062,(10yrs  COE left)                            
1016582,(10mths 3days COE left)                            
919720,(3yrs 3mths 9days COE left)                            
985528,(5yrs 6mths 5days COE left)                            
1019833,(5yrs 11mths 16days COE left)                            
1029150,(5yrs 2mths 2days COE left)                            
1004887,(9yrs 7mths 16days COE left)                            
1028283,(2yrs 11mths 20days COE left)                            
1008208,(8yrs 2mths 25days COE left)                            
1021733,(9yrs 2mths 6days COE left)                            
1012481,(7yrs 6mths 5days COE left)                            
1019753,(4yrs 5mths 23days COE left)                            
733385,(10yrs  COE left)                            
1031117,(4yrs 7mths 5days COE left)                            
1025346,(10yrs  COE left)                            
1016238,(3yrs 11mths 2days COE left)                            
1028202,(7yrs 8mths 13days COE left)                            
1018890,(4yrs 3mths 3days COE left)                            
986417,(10yrs  COE left)                            
1002140,(1yr 3days COE left)                            
1001968,
1004869,(5yrs 1mth 16days COE left)                            
1027421,(3yrs 3mths 4days COE left)                            
1023615,(9yrs 9mths 21days COE left)                            
1031125,(4mths 22days COE left)                            
981981,(5yrs 8mths 3days COE left)                            
1024951,(7yrs 4mths 3days COE left)                            
1030046,(8yrs 6days COE left)                            
1025627,(5yrs 1mth 10days COE left)                            
1031058,(9yrs 9mths 8days COE left)                            
1028022,(1yr 2mths 22days COE left)                            
988805,(7yrs 2mths 7days COE left)                            
1028565,(6yrs 10mths 4days COE left)                            
1028985,(4yrs 7mths 8days COE left)                            
985979,(5yrs 1mth 18days COE left)                            
1027049,(4yrs 10mths  COE left)                            
1023051,(7yrs 8mths 14days COE left)                            
1019297,(5yrs  COE left)                            
976172,"
								N.A.                            "
978305,(9yrs 3mths 6days COE left)                            
989138,(4yrs 10mths 14days COE left)                            
1028841,(2yrs 6mths 4days COE left)                            
1000035,(8yrs 6days COE left)                            
1008119,(8yrs 8mths 20days COE left)                            
990191,(3yrs 4mths 18days COE left)                            
1031318,(1yr 7mths 29days COE left)                            
1020084,(9yrs 9mths 3days COE left)                            
1021002,(10yrs  COE left)                            
1027428,(6yrs 3mths 13days COE left)                            
1023262,(2yrs 4mths 14days COE left)                            
1009308,(7yrs 8mths 28days COE left)                            
1031128,(2yrs 7mths 3days COE left)                            
1004055,(3yrs 1mth 8days COE left)                            
1025555,(6yrs 10mths 1day COE left)                            
1017448,(3yrs 7mths 29days COE left)                            
1026326,(10yrs  COE left)                            
965968,(5yrs 6mths 5days COE left)                            
1016998,(8yrs 11mths 4days COE left)                            
1005834,(7yrs 3mths 29days COE left)                            
1030892,(1yr 2mths 6days COE left)                            
1021080,(5yrs 1mth 27days COE left)                            
